Production_ID,Plant_ID,Machine_ID,Operator_ID,Product_Type,Shift,Production_Date,Raw_Material_Batch,Temperature_C,Pressure_Bar,Humidity_Percent,Cycle_Time_Sec,Units_Produced,Defective_Units,Energy_Consumption_kWh,Downtime_Minutes,Maintenance_Score,Quality_Score,Inventory_Level,Delivery_Time_Hours
203,1,105,1092,A,Night,2025-01-09 10:00:00,5337,78.17,14.21,55.04,128.38,417,6,238.6,29,1,71,1993,28.59
204,1,121,1021,A,Night,2025-01-09 11:00:00,6503,71.19,12.21,62.06,120.51,279,9,218.65,1,5,79,413,14.37
205,4,125,1020,C,Night,2025-01-09 12:00:00,6716,71.85,12.65,55.0,116.56,225,11,236.99,7,2,74,4094,22.01
206,3,102,1050,B,Night,2025-01-09 13:00:00,6154,77.19,13.5,63.97,89.9,478,2,253.91,13,1,96,543,15.91
207,5,140,1037,D,Night,2025-01-09 14:00:00,5449,73.18,11.42,52.02,128.79,424,11,261.37,36,1,98,1771,20.81
208,3,141,1019,C,Night,2025-01-09 15:00:00,5809,77.97,8.89,51.21,130.58,270,18,327.29,34,2,73,3016,22.14
209,4,113,1028,D,Night,2025-01-09 16:00:00,5786,74.8,11.35,47.16,109.61,491,14,284.94,41,5,84,3366,28.34
210,4,110,1050,A,Night,2025-01-09 17:00:00,5272,75.84,13.16,69.8,113.03,85,7,226.52,38,9,82,4777,21.8
211,3,117,1003,D,Evening,2025-01-09 18:00:00,6952,72.55,13.05,54.44,104.28,51,11,273.18,10,6,86,4743,30.97
212,4,111,1054,B,Night,2025-01-09 19:00:00,5587,69.68,14.01,45.61,133.02,432,19,285.25,14,4,90,3195,20.66
213,3,122,1070,B,Morning,2025-01-09 20:00:00,5176,71.3,11.4,56.57,114.51,410,5,223.76,1,3,92,4660,22.56
214,2,111,1091,A,Evening,2025-01-09 21:00:00,6719,74.49,14.37,49.8,117.76,323,9,278.09,36,8,70,1964,17.8
215,3,112,1027,B,Night,2025-01-09 22:00:00,5830,84.19,12.28,51.88,129.44,226,1,190.53,42,3,87,815,31.22
216,3,124,1003,B,Morning,2025-01-09 23:00:00,5642,82.36,12.91,57.49,124.9,313,12,222.3,31,1,97,991,31.89
217,4,144,1021,C,Night,2025-01-10 00:00:00,6898,71.73,13.36,67.17,128.45,235,6,193.03,39,4,84,3907,23.34
218,4,118,1075,D,Morning,2025-01-10 01:00:00,6072,75.3,9.93,55.81,122.62,64,7,241.56,12,5,83,600,16.6
219,1,145,1044,A,Morning,2025-01-10 02:00:00,5566,73.56,10.49,49.31,122.96,450,15,231.05,42,5,78,2882,22.96
220,1,135,1066,A,Morning,2025-01-10 03:00:00,5665,75.65,10.44,50.96,122.81,328,10,234.12,16,5,81,2740,25.16
221,2,144,1085,A,Morning,2025-01-10 04:00:00,6378,76.29,13.61,60.25,126.79,243,3,282.62,14,8,74,4602,20.83
222,1,107,1065,A,Evening,2025-01-10 05:00:00,6735,77.64,11.54,39.33,127.52,247,16,253.62,32,8,99,1453,35.75
223,3,128,1087,A,Evening,2025-01-10 06:00:00,6331,60.49,15.04,46.66,101.63,398,15,282.01,50,4,98,802,33.13
224,4,131,1033,B,Morning,2025-01-10 07:00:00,5867,76.83,12.01,56.7,111.04,460,18,315.05,15,9,92,2433,15.26
225,1,143,1090,C,Night,2025-01-10 08:00:00,6908,73.01,9.79,41.35,116.95,470,10,333.79,50,1,71,2294,18.23
226,1,117,1054,A,Morning,2025-01-10 09:00:00,6653,71.48,10.99,52.5,126.78,354,6,244.41,12,5,92,2109,26.29
227,2,105,1000,C,Evening,2025-01-10 10:00:00,6798,78.97,12.18,51.17,143.96,113,12,271.39,54,5,92,483,18.64
228,2,117,1071,C,Night,2025-01-10 11:00:00,6069,82.33,12.77,62.02,107.8,339,18,243.81,21,5,76,2158,24.91
229,3,118,1086,B,Evening,2025-01-10 12:00:00,5301,78.45,10.52,53.0,133.18,67,16,290.57,22,8,90,2423,24.05
230,4,121,1037,A,Evening,2025-01-10 13:00:00,5867,72.41,12.85,64.49,111.47,113,12,282.79,35,9,78,985,23.8
231,2,136,1005,B,Night,2025-01-10 14:00:00,5911,69.62,13.25,55.63,140.56,411,11,223.58,42,3,87,1691,29.09
232,1,131,1085,A,Morning,2025-01-10 15:00:00,5407,59.97,11.04,69.21,148.69,379,6,229.47,49,9,73,4498,33.04
233,4,140,1024,B,Morning,2025-01-10 16:00:00,6212,75.91,14.95,43.9,93.78,407,0,305.44,49,8,71,2351,25.98
234,4,102,1081,C,Morning,2025-01-10 17:00:00,5821,77.9,11.2,67.94,115.1,300,0,228.03,9,3,93,4540,17.94
235,1,127,1016,A,Morning,2025-01-10 18:00:00,6853,74.49,10.5,51.71,84.75,477,19,245.53,16,2,97,1883,24.72
236,2,109,1060,D,Night,2025-01-10 19:00:00,6152,79.67,9.71,66.79,94.65,66,13,277.0,29,4,96,4217,21.08
237,1,134,1011,C,Night,2025-01-10 20:00:00,5560,68.4,13.83,64.48,95.59,492,14,243.38,12,2,70,2683,33.96
238,4,128,1005,D,Night,2025-01-10 21:00:00,6560,74.14,12.03,32.18,129.36,190,10,311.36,29,4,94,1829,27.47
239,5,114,1089,C,Evening,2025-01-10 22:00:00,6289,73.75,11.28,58.83,126.55,357,8,291.32,56,5,81,362,26.01
240,5,132,1026,B,Night,2025-01-10 23:00:00,6141,74.45,9.79,62.98,132.02,493,16,214.63,45,2,82,2731,27.25
241,3,106,1007,A,Morning,2025-01-11 00:00:00,5463,80.84,11.42,65.63,129.12,475,3,226.58,29,8,83,3926,23.81
242,1,111,1082,C,Evening,2025-01-11 01:00:00,5143,74.48,15.57,45.59,127.28,369,19,273.5,6,1,74,2530,30.26
243,1,148,1064,B,Morning,2025-01-11 02:00:00,5441,73.53,8.78,59.72,121.68,294,18,247.92,9,3,96,491,21.15
244,3,129,1056,A,Morning,2025-01-11 03:00:00,6223,70.32,11.05,56.56,118.04,499,6,172.38,34,7,97,3036,28.8
245,3,120,1092,A,Night,2025-01-11 04:00:00,6180,81.64,14.69,58.45,135.29,339,0,211.16,1,1,72,3772,31.96
246,3,130,1098,C,Night,2025-01-11 05:00:00,5486,67.84,13.87,62.99,120.18,400,8,259.36,29,2,97,639,19.93
247,4,123,1039,A,Morning,2025-01-11 06:00:00,5859,72.24,11.14,64.25,127.88,136,12,285.62,18,3,96,1215,25.69
248,1,119,1013,C,Morning,2025-01-11 07:00:00,6157,83.47,12.31,49.75,85.05,248,1,286.19,38,2,73,983,26.08
249,4,136,1034,A,Evening,2025-01-11 08:00:00,6935,77.34,12.69,57.12,102.37,407,1,328.51,36,2,86,4423,18.63
250,3,103,1047,D,Night,2025-01-11 09:00:00,5147,74.9,12.2,55.33,134.7,497,14,222.34,59,6,88,2519,17.16
251,1,127,1083,B,Evening,2025-01-11 10:00:00,6359,75.11,14.68,53.09,109.97,210,16,224.25,2,7,80,1499,19.42
252,4,143,1055,D,Evening,2025-01-11 11:00:00,6094,70.27,12.51,53.85,99.07,189,12,248.99,24,6,77,1676,23.74
253,4,119,1048,C,Evening,2025-01-11 12:00:00,6256,74.66,13.7,56.57,129.62,125,6,182.96,33,6,81,2184,26.09
254,3,123,1012,D,Morning,2025-01-11 13:00:00,6357,73.25,12.27,50.18,120.02,68,8,249.88,54,9,87,4886,22.15
255,1,149,1060,C,Evening,2025-01-11 14:00:00,5810,75.9,8.95,62.06,113.9,442,11,242.18,57,8,87,1635,33.65
256,3,148,1048,A,Evening,2025-01-11 15:00:00,5665,67.47,10.21,65.15,142.64,379,2,281.67,21,8,78,4853,29.13
257,1,131,1045,A,Morning,2025-01-11 16:00:00,5089,76.99,10.52,48.44,140.06,450,14,288.46,37,6,74,189,26.26
258,5,140,1061,C,Night,2025-01-11 17:00:00,6357,80.08,11.63,65.55,117.18,99,6,264.29,13,5,90,4290,21.85
259,2,135,1007,D,Night,2025-01-11 18:00:00,5198,73.98,15.12,48.45,130.84,281,0,250.11,38,9,86,1754,24.35
260,2,133,1042,A,Evening,2025-01-11 19:00:00,6184,78.24,12.54,62.18,86.42,344,13,264.56,53,2,82,2001,29.51
261,2,135,1019,B,Morning,2025-01-11 20:00:00,5537,76.55,11.84,65.53,136.4,474,18,218.29,1,7,75,2779,28.6
262,3,101,1096,A,Night,2025-01-11 21:00:00,6144,71.96,13.86,54.24,103.7,443,15,246.69,31,6,93,2270,28.55
263,5,114,1089,B,Evening,2025-01-11 22:00:00,5300,69.71,9.82,48.52,98.22,61,9,250.67,42,7,91,465,22.48
264,1,133,1038,D,Evening,2025-01-11 23:00:00,5723,70.41,11.27,50.29,93.22,384,0,247.0,52,4,83,4060,21.39
265,4,135,1084,B,Morning,2025-01-12 00:00:00,6598,76.46,11.04,57.89,92.06,64,4,243.16,2,9,84,2472,16.86
266,1,105,1048,B,Evening,2025-01-12 01:00:00,5962,74.72,12.6,70.72,136.2,77,2,225.15,40,7,92,618,26.64
267,4,138,1063,B,Night,2025-01-12 02:00:00,6459,81.38,13.34,41.46,129.47,437,16,208.98,7,2,83,3810,16.41
268,1,141,1061,B,Morning,2025-01-12 03:00:00,5067,78.95,12.71,55.8,108.51,341,17,241.8,25,4,73,929,23.92
269,5,111,1053,A,Night,2025-01-12 04:00:00,6788,78.94,12.73,54.3,132.82,424,18,273.77,31,5,87,2733,21.9
270,4,102,1008,B,Night,2025-01-12 05:00:00,6945,76.32,11.46,51.35,111.08,370,17,180.5,10,2,70,370,25.11
271,3,144,1087,A,Night,2025-01-12 06:00:00,5458,70.19,12.48,54.35,124.85,299,15,230.11,49,8,81,3086,29.83
272,1,117,1036,B,Evening,2025-01-12 07:00:00,6537,76.63,10.74,50.66,112.77,147,1,332.76,0,1,91,3638,30.77
273,1,139,1048,C,Evening,2025-01-12 08:00:00,5397,75.32,13.01,64.95,118.2,352,14,242.28,14,3,78,4664,27.51
274,4,120,1040,D,Night,2025-01-12 09:00:00,5619,69.31,11.25,65.74,106.38,386,12,256.05,3,1,79,4914,20.18
275,3,114,1016,B,Night,2025-01-12 10:00:00,6309,81.05,10.32,55.71,108.6,88,12,323.55,3,5,90,1107,23.89
276,3,132,1087,C,Morning,2025-01-12 11:00:00,6584,80.51,12.06,53.87,128.16,87,15,262.78,27,8,97,2417,19.63
277,5,134,1020,B,Morning,2025-01-12 12:00:00,6163,69.28,9.13,51.06,130.57,349,7,263.69,9,7,87,704,20.73
278,3,125,1050,B,Evening,2025-01-12 13:00:00,5729,71.81,14.21,55.72,113.79,228,10,213.59,10,9,86,4573,26.41
279,3,107,1058,B,Evening,2025-01-12 14:00:00,5555,72.25,13.2,69.78,97.12,146,7,262.51,49,2,88,276,19.13
280,3,135,1038,C,Morning,2025-01-12 15:00:00,6952,78.05,12.51,54.17,157.07,429,9,249.41,22,8,73,2421,21.73
281,2,147,1054,D,Night,2025-01-12 16:00:00,5780,77.47,9.56,48.28,120.55,331,0,287.0,46,8,85,1814,18.65
282,5,129,1040,C,Evening,2025-01-12 17:00:00,6613,75.22,10.95,51.82,124.68,287,11,301.09,2,6,76,736,27.29
283,1,122,1038,D,Night,2025-01-12 18:00:00,6751,76.37,12.06,61.03,101.08,213,8,251.21,38,3,78,2723,22.2
284,4,141,1012,B,Morning,2025-01-12 19:00:00,5893,68.56,11.61,49.26,138.23,146,4,265.28,38,2,77,4255,12.92
285,1,143,1063,A,Evening,2025-01-12 20:00:00,5609,76.91,9.47,54.73,140.52,306,8,174.41,16,8,94,2878,32.17
286,5,113,1010,B,Evening,2025-01-12 21:00:00,5747,74.5,10.03,58.78,94.38,358,15,160.57,21,6,76,3852,29.07
287,4,113,1018,D,Morning,2025-01-12 22:00:00,5281,71.6,11.58,49.87,118.46,311,17,293.73,51,4,79,760,13.92
288,5,101,1010,C,Evening,2025-01-12 23:00:00,5660,67.34,10.08,40.88,117.29,342,7,150.2,26,5,77,4465,27.67
289,3,136,1076,B,Morning,2025-01-13 00:00:00,5923,75.13,14.06,46.43,155.83,307,10,263.09,55,5,93,3287,31.61
290,4,104,1045,C,Evening,2025-01-13 01:00:00,6839,76.78,12.74,48.13,141.65,298,19,243.05,15,9,86,4440,23.07
291,3,137,1044,C,Morning,2025-01-13 02:00:00,5995,66.49,10.79,53.17,98.24,294,18,299.25,15,9,81,4855,24.75
292,1,144,1000,C,Evening,2025-01-13 03:00:00,6959,75.09,13.75,55.35,109.08,300,3,248.59,39,8,83,184,22.41
293,1,140,1039,B,Night,2025-01-13 04:00:00,6601,75.61,13.45,61.59,106.61,172,19,322.09,2,8,81,3770,26.6
294,4,146,1018,C,Night,2025-01-13 05:00:00,5745,72.23,12.43,45.18,125.58,374,9,241.84,51,2,94,1006,29.17
295,4,113,1075,C,Night,2025-01-13 06:00:00,6480,76.9,11.94,60.43,143.58,218,12,295.85,46,3,71,3621,18.04
296,5,138,1071,B,Evening,2025-01-13 07:00:00,5086,74.34,11.55,52.03,121.64,484,19,190.07,32,8,81,1975,20.47
297,5,124,1071,C,Evening,2025-01-13 08:00:00,6102,76.42,11.19,40.72,127.52,224,13,157.92,41,5,96,4058,24.51
298,3,119,1060,B,Night,2025-01-13 09:00:00,6228,77.67,9.99,55.11,110.04,318,1,248.87,1,7,83,2236,25.55
299,4,101,1011,D,Night,2025-01-13 10:00:00,5790,77.67,14.29,65.53,127.44,253,3,193.98,38,8,76,2696,26.04
300,1,138,1060,D,Morning,2025-01-13 11:00:00,6360,80.08,11.22,62.06,112.92,374,6,247.6,45,6,98,953,23.04
301,5,105,1032,D,Morning,2025-01-13 12:00:00,6277,76.69,12.04,54.39,95.39,115,18,233.47,47,5,95,606,19.59
302,5,116,1044,C,Morning,2025-01-13 13:00:00,5303,72.61,10.63,64.01,126.46,364,16,274.21,26,8,95,507,28.93
303,1,124,1089,A,Night,2025-01-13 14:00:00,6403,71.76,11.61,56.54,119.85,373,15,207.43,59,1,82,623,17.89
304,5,127,1091,A,Night,2025-01-13 15:00:00,5129,69.68,16.28,62.85,103.54,108,12,266.99,14,1,90,3150,21.54
305,3,101,1068,C,Night,2025-01-13 16:00:00,5595,75.76,10.91,41.71,144.68,268,17,284.56,6,1,73,2497,24.09
306,4,134,1007,A,Morning,2025-01-13 17:00:00,6299,81.61,14.17,45.0,108.5,422,11,241.77,44,3,70,2999,26.43
307,1,136,1024,B,Evening,2025-01-13 18:00:00,6722,73.21,11.96,60.83,129.14,315,0,269.13,56,6,86,427,22.54
308,4,104,1090,A,Night,2025-01-13 19:00:00,5557,77.25,13.02,67.31,114.56,190,14,210.86,41,6,72,1935,27.77
309,5,100,1045,C,Evening,2025-01-13 20:00:00,5898,71.24,13.87,58.34,143.15,285,2,234.69,8,5,99,1409,30.25
310,5,139,1086,C,Evening,2025-01-13 21:00:00,6206,75.97,12.41,51.02,116.44,435,5,196.32,40,7,86,4818,20.89
311,1,111,1029,B,Evening,2025-01-13 22:00:00,6291,81.3,11.47,48.2,94.88,267,13,343.55,5,5,77,2635,25.96
312,3,135,1046,D,Morning,2025-01-13 23:00:00,6831,78.43,11.72,52.48,132.15,64,5,299.15,55,2,72,2141,25.23
313,2,144,1086,C,Evening,2025-01-14 00:00:00,6345,67.15,11.77,64.71,143.09,351,0,316.4,56,4,96,2634,22.29
314,1,122,1048,B,Night,2025-01-14 01:00:00,6535,77.85,14.8,52.26,113.59,490,19,298.58,11,1,79,2292,14.47
315,2,146,1046,A,Morning,2025-01-14 02:00:00,6635,78.08,9.77,63.38,130.18,187,5,223.47,29,7,71,855,25.77
316,2,130,1083,A,Night,2025-01-14 03:00:00,5077,75.87,9.34,60.22,121.94,455,7,188.62,54,4,91,245,26.32
317,3,110,1081,B,Night,2025-01-14 04:00:00,5783,78.34,9.44,68.71,114.26,281,14,233.04,19,4,73,3922,29.44
318,2,109,1017,B,Morning,2025-01-14 05:00:00,6362,70.83,10.66,56.6,132.61,138,13,269.01,19,4,98,3674,22.32
319,2,102,1065,C,Night,2025-01-14 06:00:00,5673,75.32,13.05,54.6,108.0,126,15,238.39,53,3,98,1727,20.66
320,3,113,1067,A,Night,2025-01-14 07:00:00,6579,80.55,13.14,63.78,120.49,185,19,160.61,45,8,83,1958,19.43
321,2,115,1093,B,Morning,2025-01-14 08:00:00,6532,80.1,11.09,47.52,123.86,454,15,279.88,26,4,80,4822,9.01
322,2,109,1032,A,Night,2025-01-14 09:00:00,5237,77.74,11.96,51.45,123.32,455,18,186.07,19,8,83,3698,21.98
323,2,128,1035,B,Evening,2025-01-14 10:00:00,6157,70.59,10.33,41.56,108.37,159,0,233.11,58,9,82,729,37.83
324,1,109,1081,A,Night,2025-01-14 11:00:00,6996,69.8,10.46,44.97,150.89,402,3,319.75,6,1,96,3266,30.35
325,1,111,1018,D,Evening,2025-01-14 12:00:00,6215,75.57,12.87,70.39,138.93,350,9,251.96,39,4,98,3618,19.04
326,1,129,1027,C,Night,2025-01-14 13:00:00,6379,75.9,13.57,60.54,134.86,140,19,293.07,39,6,73,4452,21.43
327,3,140,1039,A,Morning,2025-01-14 14:00:00,5277,74.5,11.28,44.03,141.5,473,17,263.87,29,8,71,4014,21.39
328,5,100,1083,D,Morning,2025-01-14 15:00:00,6041,70.98,14.45,64.56,121.03,419,1,209.64,7,6,71,1004,30.99
329,2,104,1096,A,Night,2025-01-14 16:00:00,5523,77.18,13.45,49.37,114.43,455,3,279.17,1,6,80,2717,35.12
330,2,119,1075,A,Morning,2025-01-14 17:00:00,5179,75.55,14.39,60.13,103.66,463,14,247.47,13,4,91,2889,24.45
331,3,107,1014,D,Night,2025-01-14 18:00:00,5122,76.45,11.55,60.01,109.45,239,3,190.57,9,9,74,207,25.32
332,2,142,1040,A,Morning,2025-01-14 19:00:00,6269,77.97,14.28,68.32,104.79,122,15,183.85,49,7,78,1142,26.6
333,1,111,1038,A,Evening,2025-01-14 20:00:00,6757,73.63,15.27,50.7,112.08,222,14,265.33,17,6,89,1488,23.92
334,5,100,1001,C,Night,2025-01-14 21:00:00,6396,72.56,11.38,49.08,124.15,84,17,335.65,17,1,90,1776,25.41
335,4,119,1062,D,Evening,2025-01-14 22:00:00,6074,80.54,11.77,33.49,133.71,259,6,206.95,15,2,86,4355,24.24
336,2,127,1028,D,Evening,2025-01-14 23:00:00,6094,71.21,10.58,54.03,133.3,347,14,211.72,51,6,81,4295,26.39
337,1,142,1073,B,Night,2025-01-15 00:00:00,5479,72.65,10.28,60.8,102.43,182,10,265.91,4,1,97,364,13.99
338,4,136,1065,A,Evening,2025-01-15 01:00:00,6583,81.17,10.3,61.9,130.34,332,18,197.44,51,5,87,3921,21.6
339,5,146,1050,C,Night,2025-01-15 02:00:00,6042,72.26,10.78,65.02,137.16,247,7,344.16,30,1,72,2897,18.08
340,4,136,1074,A,Evening,2025-01-15 03:00:00,6797,74.51,12.41,57.32,116.19,495,0,215.37,36,3,74,3220,27.45
341,1,111,1076,A,Night,2025-01-15 04:00:00,5083,72.94,10.85,59.04,137.97,81,2,230.04,19,7,97,776,20.07
342,4,136,1009,B,Night,2025-01-15 05:00:00,6178,66.08,12.37,55.54,133.14,185,4,217.82,22,5,90,4994,16.18
343,3,148,1013,A,Morning,2025-01-15 06:00:00,5564,74.38,12.4,60.66,101.03,297,17,287.39,31,1,89,3586,15.06
344,4,148,1081,C,Night,2025-01-15 07:00:00,5618,69.95,11.29,47.53,152.88,408,11,336.49,41,1,83,2806,26.25
345,2,143,1050,C,Night,2025-01-15 08:00:00,5356,76.27,11.91,43.73,109.27,390,11,221.87,16,8,85,4069,19.36
346,2,127,1072,B,Evening,2025-01-15 09:00:00,5815,80.53,11.21,48.37,134.36,195,18,284.66,12,9,95,707,23.31
347,3,146,1038,A,Night,2025-01-15 10:00:00,5646,63.93,11.53,56.71,133.82,383,8,197.76,48,7,88,3525,31.91
348,1,114,1027,C,Morning,2025-01-15 11:00:00,5442,72.97,10.79,44.6,101.64,192,10,288.37,49,3,78,2494,25.88
349,2,105,1002,A,Evening,2025-01-15 12:00:00,6092,77.26,12.13,49.93,122.68,283,16,320.33,12,6,86,2959,21.45
350,5,143,1083,A,Evening,2025-01-15 13:00:00,5522,64.08,11.1,50.19,133.63,459,15,308.09,16,3,91,4996,18.12
351,2,119,1069,A,Morning,2025-01-15 14:00:00,5142,81.68,10.25,61.25,101.48,486,3,255.31,59,4,76,1260,26.17
352,2,149,1026,B,Evening,2025-01-15 15:00:00,5191,76.9,12.89,60.28,121.49,93,9,208.69,14,4,79,1947,23.35
353,1,113,1001,A,Evening,2025-01-15 16:00:00,6410,80.42,12.94,55.56,134.89,81,14,250.03,25,3,73,4157,26.89
354,4,101,1092,C,Evening,2025-01-15 17:00:00,5377,72.18,13.67,58.61,135.86,280,18,237.56,43,6,79,1591,12.08
355,2,108,1037,A,Evening,2025-01-15 18:00:00,5580,72.78,10.46,58.77,114.04,77,2,232.13,27,5,72,2121,29.69
356,3,136,1002,C,Morning,2025-01-15 19:00:00,5534,74.2,11.28,52.09,143.17,472,4,258.26,41,9,93,4698,15.44
357,4,119,1015,A,Morning,2025-01-15 20:00:00,6716,85.69,12.35,50.66,139.58,209,10,247.34,44,9,78,3115,21.58
358,5,125,1093,C,Evening,2025-01-15 21:00:00,6316,81.59,11.25,67.29,123.62,382,4,278.31,29,3,82,4666,30.95
359,1,128,1039,C,Evening,2025-01-15 22:00:00,6032,75.66,12.86,35.09,110.12,256,6,278.57,42,9,70,2837,12.83
360,5,100,1001,A,Morning,2025-01-15 23:00:00,6294,76.27,12.75,49.07,102.51,67,5,247.49,34,3,84,2148,23.57
361,4,134,1080,A,Morning,2025-01-16 00:00:00,6410,78.17,12.72,53.37,125.66,152,12,267.29,21,4,84,4305,22.63
362,4,105,1040,C,Morning,2025-01-16 01:00:00,5092,86.96,14.19,59.48,141.97,119,1,302.86,9,1,80,4054,23.86
363,4,136,1011,D,Evening,2025-01-16 02:00:00,6989,76.91,12.97,64.08,117.79,168,18,228.74,10,5,97,993,25.78
364,5,104,1034,B,Evening,2025-01-16 03:00:00,5528,75.23,12.23,69.85,107.11,188,10,250.64,37,9,79,1187,24.08
365,4,132,1064,D,Night,2025-01-16 04:00:00,6177,73.31,11.71,54.27,132.37,209,19,208.87,32,2,94,4951,17.3
366,5,148,1054,D,Morning,2025-01-16 05:00:00,5404,76.17,11.81,54.8,122.62,281,4,269.19,5,4,76,4248,24.49
367,4,113,1044,A,Evening,2025-01-16 06:00:00,5839,72.06,10.4,57.9,127.74,197,8,257.94,36,2,70,2409,23.91
368,3,111,1078,B,Morning,2025-01-16 07:00:00,6172,77.48,9.35,50.75,112.12,402,5,268.43,6,8,76,3700,23.7
369,4,141,1089,D,Evening,2025-01-16 08:00:00,5888,67.84,12.7,45.53,114.45,473,16,210.45,53,9,74,3033,34.43
370,5,119,1084,A,Morning,2025-01-16 09:00:00,6290,73.7,13.84,54.23,112.05,441,18,280.62,43,3,95,2381,30.69
371,2,149,1061,D,Evening,2025-01-16 10:00:00,5421,78.67,11.5,60.96,127.49,292,7,254.08,11,9,98,172,33.14
372,4,123,1048,D,Night,2025-01-16 11:00:00,6863,76.85,14.38,53.06,114.91,84,6,291.18,6,6,98,1480,25.72
373,2,142,1094,A,Night,2025-01-16 12:00:00,6641,72.69,11.74,58.31,128.89,374,4,232.49,1,6,92,583,32.93
374,3,133,1024,A,Morning,2025-01-16 13:00:00,5471,73.84,9.07,40.05,110.68,431,14,277.3,59,7,85,1129,19.72
375,1,124,1022,A,Evening,2025-01-16 14:00:00,5892,80.18,13.38,55.15,127.46,404,9,267.8,0,5,97,3881,22.2
376,3,149,1023,B,Evening,2025-01-16 15:00:00,5546,68.95,11.28,51.77,130.56,288,15,310.99,22,6,94,3879,21.1
377,4,128,1037,D,Morning,2025-01-16 16:00:00,5630,68.98,13.51,44.8,124.97,383,8,245.35,24,1,77,1931,21.52
378,2,138,1027,A,Evening,2025-01-16 17:00:00,6549,70.35,10.08,60.26,133.76,198,6,227.8,17,3,91,2120,24.21
379,2,130,1020,C,Morning,2025-01-16 18:00:00,6526,74.95,12.62,69.77,112.78,160,10,230.25,43,9,71,878,25.02
380,5,146,1053,D,Evening,2025-01-16 19:00:00,6037,68.22,10.8,62.92,130.39,457,8,205.67,6,5,77,3575,26.15
381,2,142,1017,C,Morning,2025-01-16 20:00:00,5777,79.77,12.3,63.43,123.5,66,16,229.88,50,5,97,4823,32.72
382,5,149,1035,B,Evening,2025-01-16 21:00:00,6675,70.38,13.15,60.7,107.85,451,8,156.38,53,8,83,3377,16.38
383,1,122,1098,A,Morning,2025-01-16 22:00:00,6829,76.12,12.8,60.17,91.39,275,2,304.75,2,2,73,509,17.97
384,4,143,1044,C,Evening,2025-01-16 23:00:00,5363,72.1,12.1,40.6,94.6,189,7,327.36,28,7,93,1159,11.79
385,5,137,1072,B,Night,2025-01-17 00:00:00,5118,74.67,9.93,53.98,86.87,193,18,244.1,9,9,84,2409,19.79
386,1,119,1052,A,Evening,2025-01-17 01:00:00,6261,66.98,13.1,59.07,126.39,309,19,267.52,58,7,76,1700,21.78
387,2,122,1029,C,Morning,2025-01-17 02:00:00,5545,80.01,13.55,59.25,115.13,266,15,256.56,58,5,89,4643,20.51
388,2,144,1059,C,Night,2025-01-17 03:00:00,6192,70.19,10.44,65.17,121.31,211,6,197.48,42,6,77,2333,18.31
389,1,115,1097,B,Evening,2025-01-17 04:00:00,5521,69.67,10.66,46.74,117.29,141,6,291.05,4,4,96,1752,24.45
390,2,149,1031,A,Night,2025-01-17 05:00:00,5633,86.9,13.61,59.86,128.73,223,19,297.02,33,7,80,1397,22.07
391,1,141,1066,A,Evening,2025-01-17 06:00:00,6936,77.77,11.69,46.48,129.16,380,12,208.36,7,1,97,451,19.58
392,5,107,1066,C,Night,2025-01-17 07:00:00,6680,79.81,10.69,53.31,120.64,254,2,263.2,13,4,96,3322,24.76
393,5,149,1027,C,Morning,2025-01-17 08:00:00,5962,77.29,12.41,54.5,121.55,464,11,239.49,39,3,71,2531,21.13
394,1,120,1043,C,Evening,2025-01-17 09:00:00,5957,72.74,11.04,61.9,122.15,202,7,297.6,54,4,78,564,29.78
395,5,100,1078,A,Evening,2025-01-17 10:00:00,6758,68.47,12.24,60.96,140.88,152,12,246.68,5,1,75,2613,23.18
396,5,107,1040,B,Morning,2025-01-17 11:00:00,5882,73.51,11.38,55.96,89.93,251,19,247.77,0,2,92,3266,22.25
397,5,128,1062,B,Night,2025-01-17 12:00:00,6792,70.11,11.51,37.78,109.94,329,15,322.84,55,9,95,2309,25.31
398,3,131,1022,A,Morning,2025-01-17 13:00:00,5779,70.41,13.67,58.56,132.98,114,6,198.58,32,7,70,655,13.97
399,4,137,1074,D,Morning,2025-01-17 14:00:00,5870,67.08,8.3,52.86,136.62,166,3,259.92,39,6,72,399,30.07
400,2,104,1047,B,Night,2025-01-17 15:00:00,5515,75.57,12.83,66.13,126.41,202,11,253.55,10,2,99,3966,27.92
401,3,146,1031,C,Morning,2025-01-17 16:00:00,5937,82.87,13.42,64.23,117.24,205,16,225.86,49,1,79,455,20.03
402,5,121,1056,D,Evening,2025-01-17 17:00:00,6420,77.79,11.07,47.5,147.92,213,0,331.59,23,2,74,663,18.35
403,1,146,1099,D,Evening,2025-01-17 18:00:00,5865,74.47,13.41,59.66,122.67,131,16,263.46,9,7,81,4109,18.95
404,5,133,1032,B,Evening,2025-01-17 19:00:00,5105,74.8,10.56,59.82,120.46,55,1,276.87,43,2,92,4988,16.95
405,4,100,1023,D,Morning,2025-01-17 20:00:00,6108,59.76,11.01,59.23,139.98,371,5,282.58,51,3,70,1122,15.52
406,5,125,1038,D,Evening,2025-01-17 21:00:00,5213,72.88,10.84,58.2,127.13,116,11,237.17,22,8,78,1290,16.79
407,1,142,1033,B,Evening,2025-01-17 22:00:00,6144,67.87,13.43,60.04,134.1,287,10,299.67,15,7,90,3310,10.76
